"Gene"	"P-value"
"647"	"ANKRD26P1"	1.48267708869332e-05
"648"	"ANKRD27"	0.00128483851478156
"649"	"ANKRD28"	0.137392483762682
"650"	"ANKRD29"	0.724073017010312
"651"	"ANKRD30A"	0.000265963641947753
"652"	"ANKRD30B"	2.2229126181994e-06
"653"	"ANKRD31"	0.000162098080209505
"654"	"ANKRD32"	0.0377190829364633
"655"	"ANKRD33"	4.51040102922295e-06
"656"	"ANKRD34A"	0.671214717975513
"657"	"ANKRD34B"	0.550120827262759
"658"	"ANKRD34C"	0.252637507249486
"659"	"ANKRD35"	0.0541040568276532
"660"	"ANKRD36"	0.000203649129615791
"661"	"ANKRD36B"	0.850615068911789
